,id,NB,LR,VD
3261,802208357587320064,positive,positive,neutral
3262,802208703298419968,negative,neutral,neutral
3263,802209123282680960,neutral,neutral,neutral
3264,802209194505972992,negative,negative,neutral
3265,802209292266802944,neutral,neutral,neutral
3266,802209559771282944,negative,negative,neutral
3267,802209744098390016,negative,positive,positive
3268,802210321414967040,neutral,neutral,neutral
3269,802210379417795968,positive,neutral,neutral
3270,802212677753912960,neutral,neutral,neutral
3271,802212988451175936,neutral,neutral,neutral
3272,802213185340248064,negative,neutral,neutral
3273,802214115896937984,negative,neutral,positive
3274,802214295203261952,negative,neutral,positive
3275,802214502016121984,negative,neutral,neutral
3276,802214578004381056,negative,neutral,neutral
3277,802215126606744960,negative,negative,neutral
3278,802177190997748992,negative,neutral,neutral
3279,802177212443164032,positive,positive,neutral
3280,802177313244790016,negative,neutral,neutral
3281,802177393498562048,negative,positive,positive
3282,802177906180923008,neutral,neutral,neutral
3283,802177988578184960,negative,negative,neutral
3284,802178041736732032,neutral,neutral,neutral
3285,802188516562272000,negative,negative,neutral
3286,802188679099907968,neutral,neutral,positive
3287,802188784427273984,neutral,neutral,neutral
3288,802189188737006976,negative,neutral,neutral
3289,802189329573383936,negative,neutral,neutral
3290,802189463317336064,negative,neutral,neutral
3291,802190071784939008,negative,negative,negative
3292,802190079464733952,negative,neutral,neutral
3293,802190377776283008,negative,neutral,neutral
3294,802190398902784000,negative,neutral,neutral
3295,802190519917038976,negative,neutral,positive
3296,802190592621080064,negative,positive,neutral
3297,802190732631096960,neutral,neutral,neutral
3298,802190855926750976,positive,positive,positive
3299,802190911161646976,negative,neutral,neutral
3300,802190974487318016,neutral,neutral,neutral
3301,802191131329133952,negative,positive,negative
3302,802191267526478976,positive,positive,neutral
3303,802191322815822976,neutral,neutral,neutral
3304,802191429887889024,negative,neutral,neutral
3305,802191447160225024,neutral,neutral,neutral
3306,802191450918317952,negative,positive,positive
3307,802191716925181056,neutral,neutral,neutral
3308,802191753960946944,negative,positive,neutral
3309,802191881237069056,negative,neutral,neutral
3310,802192028356451968,negative,negative,neutral
3311,802193595210022016,negative,negative,neutral
3312,802193639841602944,positive,positive,neutral
3313,802193688424312064,negative,neutral,neutral
3314,802194265749277952,negative,negative,neutral
3315,802194281490305024,negative,neutral,neutral
3316,802194295969185024,negative,neutral,neutral
3317,802194422213602944,neutral,neutral,neutral
3318,802194463733010048,negative,positive,positive
3319,802194482330553984,positive,positive,neutral
3320,802194519890464000,neutral,neutral,neutral
3321,802194718834753024,positive,positive,neutral
3322,802203178406030976,neutral,neutral,neutral
3323,802203210228370944,positive,positive,positive
3324,802204003740371968,neutral,neutral,neutral
3325,802204018953089024,negative,neutral,neutral
3326,802204235039378944,negative,neutral,positive
3327,802204307395410944,neutral,neutral,neutral
3328,802205490142989952,negative,neutral,negative
3329,802207129297821056,negative,neutral,neutral
3330,802207508194439040,negative,neutral,neutral
3331,802207525571619968,negative,neutral,positive
3332,802207590834982016,positive,positive,positive
3333,802207889800753024,neutral,neutral,neutral
3334,802207969429618048,negative,positive,positive
3335,802207991730765056,neutral,neutral,neutral
3336,802208243627868032,neutral,neutral,neutral
3337,802208508020190976,neutral,neutral,neutral
3338,802208674349400064,negative,neutral,neutral
3339,802208722995056000,negative,neutral,neutral
3340,802208739717565952,negative,negative,positive
3341,802208919775051008,neutral,neutral,neutral
3342,802209156442819968,positive,neutral,neutral
3343,802209201309110016,positive,positive,neutral
3344,802209293336477056,positive,neutral,neutral
3345,802209708169904000,neutral,positive,positive
3346,802209936960786048,positive,positive,positive
3347,802210054422334976,negative,positive,neutral
3348,802210070817897984,negative,neutral,neutral
3349,802210126031687040,negative,neutral,negative
3350,802210218125892992,neutral,neutral,negative
3351,802210614781341056,negative,neutral,neutral
3352,802210747543497984,neutral,neutral,negative
3353,802210888791064064,neutral,neutral,neutral
3354,802210908269228032,neutral,neutral,positive
3355,802211097528925952,negative,neutral,neutral
3356,802211102729923968,negative,positive,neutral
3357,802211262365133952,negative,neutral,neutral
3358,802211335773835008,negative,neutral,negative
3359,802211342568472064,negative,positive,neutral
3360,802018357495021056,positive,positive,neutral
3361,802018475879214976,neutral,neutral,neutral
3362,802020085434978048,neutral,neutral,neutral
3363,802020513304326016,positive,positive,neutral
3364,802020794528395008,neutral,neutral,neutral
3365,802020987688487936,negative,neutral,neutral
3366,802021056089206016,negative,negative,negative
3367,802022530357874048,neutral,neutral,positive
3368,802022862957793024,negative,neutral,negative
3369,802023316043296000,negative,neutral,neutral
3370,802023482741652992,positive,positive,neutral
3371,802025289727560960,positive,positive,neutral
3372,802025949437037952,neutral,neutral,neutral
3373,802027077654445952,negative,neutral,neutral
3374,802027510787608064,neutral,neutral,neutral
3375,802028881452630016,positive,neutral,neutral
3376,802029010033213056,neutral,neutral,neutral
3377,802030505944236032,positive,neutral,neutral
3378,802030653051047040,neutral,neutral,neutral
3379,802033164919025024,neutral,neutral,positive
3380,802034416344103936,positive,positive,neutral
3381,802035013185400064,positive,neutral,neutral
3382,802035512777337984,positive,neutral,neutral
3383,802035681631550976,neutral,neutral,neutral
3384,802036038398930048,neutral,neutral,neutral
3385,802036882708332032,positive,positive,positive
3386,802036945635446016,neutral,neutral,neutral
3387,802037125088759040,neutral,neutral,neutral
3388,802037292269444992,negative,neutral,negative
3389,802038765510392960,positive,neutral,neutral
3390,802040538929238016,neutral,positive,neutral
3391,802040557631634944,positive,positive,positive
3392,802042224024449024,neutral,positive,positive
3393,802042518036545024,neutral,neutral,neutral
3394,802043918028156032,neutral,neutral,positive
3395,802044183418649984,negative,neutral,neutral
3396,802045035420126976,negative,negative,positive
3397,802046807408856960,neutral,neutral,neutral
3398,802047298746232064,negative,neutral,neutral
3399,802048325788827008,negative,neutral,neutral
3400,802049015311399936,neutral,neutral,negative
3401,802051181321272960,neutral,positive,neutral
3402,802052171097406976,neutral,neutral,neutral
3403,802052232694861056,positive,positive,positive
3404,802057881122209024,neutral,neutral,neutral
3405,802058526877096960,neutral,neutral,neutral
3406,802058885498544000,positive,neutral,neutral
3407,802060522489138944,neutral,neutral,neutral
3408,802062363344116992,positive,neutral,neutral
3409,802063046604504960,negative,neutral,neutral
3410,802064142349671936,negative,neutral,neutral
3411,802064753141174016,positive,neutral,neutral
3412,802066510919319040,neutral,neutral,neutral
3413,802068529918798976,positive,neutral,neutral
3414,802072340737592960,neutral,neutral,positive
3415,802076697176768000,negative,positive,positive
3416,802079332692884992,positive,positive,negative
3417,802082999269555968,positive,neutral,neutral
3418,802088090512669952,neutral,negative,neutral
3419,802088427998957056,neutral,neutral,neutral
3420,802088721801624960,neutral,neutral,neutral
3421,802097236670758016,positive,positive,positive
3422,802123738678488960,neutral,neutral,positive
3423,802130755044438016,negative,neutral,neutral
3424,802134226292379008,neutral,neutral,neutral
3425,802135847625747968,negative,negative,negative
3426,802137203325489024,positive,positive,positive
3427,802137948560982016,positive,positive,neutral
3428,802137956987367040,positive,positive,positive
3429,802140113622929024,positive,neutral,negative
3430,802141957728435968,neutral,neutral,neutral
3431,802144523757506048,negative,negative,neutral
3432,802146143304118016,negative,negative,negative
3433,802146289706212992,negative,neutral,neutral
3434,802149811512184064,positive,neutral,neutral
3435,802155380633665024,negative,neutral,neutral
3436,802156174581918976,negative,neutral,positive
3437,802157211720024064,neutral,neutral,positive
3438,802158814908784000,negative,negative,neutral
3439,802159362944929024,neutral,neutral,neutral
3440,802159654373587968,negative,neutral,negative
3441,802161595833008000,positive,neutral,positive
3442,802162985133309056,neutral,neutral,positive
3443,802165744012295936,negative,positive,positive
3444,802171609108872960,neutral,neutral,neutral
3445,802171726541032960,neutral,neutral,neutral
3446,802172146537627008,positive,neutral,neutral
3447,802177806121794944,neutral,neutral,neutral
3448,802179592161206016,neutral,neutral,neutral
3449,802183701442400000,positive,neutral,neutral
3450,802185948683468032,negative,neutral,neutral
3451,802190288542452992,neutral,neutral,neutral
3452,802192522705600000,neutral,neutral,neutral
3453,802194964851592960,positive,positive,neutral
3454,802197295622160000,neutral,neutral,neutral
3455,802198312493387008,neutral,neutral,neutral
3456,802199310859255040,neutral,neutral,neutral
3457,802199845037624960,positive,positive,neutral
3458,802206272233803008,neutral,neutral,neutral
3459,802206914591517952,positive,positive,neutral
3460,801521315131833984,negative,negative,negative
3461,801530881349447040,positive,neutral,neutral
3462,801531773188500992,neutral,positive,neutral
3463,801532081994157952,positive,positive,neutral
3464,801546242085879040,negative,positive,positive
3465,801548423589608960,negative,neutral,neutral
3466,801569964561874048,neutral,neutral,neutral
3467,801577024859044992,negative,neutral,neutral
3468,801577938231533056,neutral,neutral,neutral
3469,801582682832387968,negative,positive,neutral
3470,801585656371654016,negative,neutral,neutral
3471,801587231102270976,positive,positive,neutral
3472,801592714458446976,neutral,neutral,neutral
3473,801596657234231040,positive,positive,positive
3474,801601744010518016,positive,positive,positive
3475,801603111576080000,neutral,positive,neutral
3476,801609132549827968,positive,positive,positive
3477,801617293021101952,negative,negative,negative
3478,801638280504758016,negative,neutral,neutral
3479,801644105445075968,positive,positive,positive
3480,801646846976359936,neutral,neutral,neutral
3481,801649514276850944,negative,neutral,neutral
3482,801651434601192960,negative,neutral,neutral
3483,801656156653554944,positive,positive,neutral
3484,801670552704445952,negative,positive,neutral
3485,801670982280749056,negative,positive,neutral
3486,801679285727756032,positive,positive,positive
3487,801683353329991040,negative,neutral,neutral
3488,801689449985928960,negative,neutral,neutral
3489,801691746371600000,neutral,positive,neutral
3490,801692383196811008,negative,neutral,neutral
3491,801698117947191040,positive,positive,neutral
3492,801707175617986048,negative,positive,neutral
3493,801717248742292992,negative,neutral,neutral
3494,801732971187305984,neutral,neutral,positive
3495,801739273259150976,negative,positive,neutral
3496,801756950144781952,neutral,positive,positive
3497,801785934794681984,negative,positive,positive
3498,801786231315169024,neutral,positive,positive
3499,801792688173550976,neutral,neutral,neutral
3500,801793269940310016,positive,neutral,neutral
3501,801801628395465984,negative,positive,neutral
3502,801802382975922048,negative,neutral,neutral
3503,801809390093351936,neutral,positive,positive
3504,801812904378929024,negative,positive,positive
3505,801828640740744960,positive,neutral,positive
3506,801832839788579968,positive,positive,neutral
3507,801833426047433984,negative,negative,negative
3508,801835321767902976,negative,positive,neutral
3509,801836025224035968,negative,positive,neutral
3510,801842368156672000,positive,positive,positive
3511,801842457377837056,positive,positive,positive
3512,801842623875058944,negative,positive,positive
3513,801846546065144960,positive,positive,neutral
3514,801852095490048000,neutral,neutral,neutral
3515,801880351555616000,positive,positive,positive
3516,801880396979904000,neutral,neutral,neutral
3517,801886027384290944,negative,positive,negative
3518,801888413075074944,neutral,neutral,neutral
3519,801890424403229952,negative,positive,neutral
3520,801896458404424960,negative,neutral,neutral
3521,801897090859302016,negative,neutral,neutral
3522,801898659956653952,positive,positive,positive
3523,801906641142685056,positive,positive,positive
3524,801908011526659968,positive,positive,positive
3525,801909830067821952,negative,neutral,neutral
3526,801922514192514944,neutral,neutral,neutral
3527,801963432484274048,positive,positive,neutral
3528,801974495393304064,negative,neutral,neutral
3529,801978312801160960,negative,positive,neutral
3530,802007533930029056,positive,positive,positive
3531,802012505140854016,positive,positive,positive
3532,802019521523580032,neutral,neutral,positive
3533,802039368319896960,negative,positive,neutral
3534,802062469288131968,negative,neutral,neutral
3535,802081928572567040,neutral,neutral,neutral
3536,802089582661693056,negative,neutral,neutral
3537,802104989623517056,neutral,neutral,positive
3538,802108300481428992,negative,positive,neutral
3539,802125820626082944,positive,positive,neutral
3540,802125955384967040,positive,positive,positive
3541,802126037295528960,negative,positive,neutral
3542,802127473433447936,positive,positive,neutral
3543,802133708409110016,positive,positive,positive
3544,802136032548441984,positive,positive,positive
3545,802139315316944000,negative,positive,neutral
3546,802143893869432064,positive,positive,neutral
3547,802143968016338048,neutral,neutral,neutral
3548,802155113511058944,positive,positive,neutral
3549,802160070545068032,neutral,neutral,neutral
3550,802163716036972032,neutral,positive,neutral
3551,802165359403027968,positive,neutral,neutral
3552,802165456152968960,negative,positive,neutral
3553,802167467552423040,positive,neutral,neutral
3554,802173280299912960,negative,positive,positive
3555,802176608010432000,negative,neutral,neutral
3556,802180014880018048,negative,neutral,neutral
3557,802185173450326016,negative,neutral,neutral
3558,802187782684811008,negative,neutral,positive
3559,802199424114035968,negative,neutral,neutral
3560,802206097419496960,negative,positive,neutral
3561,802206161944637056,negative,positive,negative
3562,802206245901991040,negative,positive,positive
3563,802206415582596992,negative,negative,negative
3564,802206473262509952,neutral,neutral,neutral
3565,802206540270829056,negative,negative,negative
3566,802206566766284032,positive,positive,positive
3567,802206645786905984,negative,neutral,neutral
3568,802206811826913024,negative,neutral,negative
3569,802206890893537024,negative,negative,neutral
3570,802207090550796032,negative,negative,negative
3571,802207140857389056,negative,neutral,neutral
3572,802207315533463040,negative,negative,negative
3573,802207351751240960,negative,neutral,positive
3574,802207361863662976,positive,positive,neutral
3575,802207362442465024,negative,neutral,negative
3576,802207395145543040,neutral,positive,neutral
3577,802207553417604992,negative,negative,neutral
3578,802207576075156992,negative,negative,neutral
3579,802207745697058048,neutral,neutral,neutral
3580,802208219397586048,negative,neutral,neutral
3581,802208233091800960,negative,neutral,neutral
3582,802208304394996992,neutral,neutral,neutral
3583,802208324032850944,negative,negative,positive
3584,802208340042361984,negative,neutral,negative
3585,802208347869113984,positive,positive,neutral
3586,802208455536807040,negative,negative,neutral
3587,802208468228653056,negative,negative,neutral
3588,802208583341538944,negative,neutral,negative
3589,802208617030151936,neutral,positive,positive
3590,802208625821356032,neutral,neutral,neutral
3591,802208649787698944,neutral,neutral,neutral
3592,802208689566477952,negative,negative,positive
3593,802208775604050944,negative,negative,neutral
3594,802208828968280064,negative,positive,neutral
3595,802208917564653056,negative,negative,neutral
3596,802209054923767040,negative,positive,neutral
3597,802209229914381952,negative,positive,neutral
3598,802209268598537984,negative,positive,positive
3599,802209462069193984,negative,positive,neutral
3600,802209513801677952,neutral,neutral,neutral
3601,802209526225244032,negative,neutral,neutral
3602,802209591878619008,negative,negative,negative
3603,802209850897809024,negative,neutral,negative
3604,802209858820796032,negative,neutral,negative
3605,802209898897559040,positive,positive,positive
3606,802209914919665024,positive,negative,neutral
3607,802209942455324032,neutral,neutral,negative
3608,802210008343710976,positive,positive,positive
3609,802210061145832960,neutral,neutral,neutral
3610,802210106746273024,positive,positive,positive
3611,802210148764688000,neutral,neutral,neutral
3612,802210153613447040,negative,negative,neutral
3613,802210164870958976,negative,positive,neutral
3614,802210209150077952,positive,positive,positive
3615,802210335465869056,negative,positive,positive
3616,802210359402758016,negative,positive,neutral
3617,802210392126659968,negative,neutral,neutral
3618,802210395985480960,negative,negative,negative
3619,802210400137842048,neutral,neutral,neutral
3620,802210500721474944,negative,positive,neutral
3621,802210528315772032,negative,neutral,neutral
3622,802210613325725056,positive,neutral,neutral
3623,802210618455555968,positive,positive,neutral
3624,802210620644985984,neutral,neutral,neutral
3625,802210656543862016,negative,negative,neutral
3626,802210694661684992,neutral,neutral,neutral
3627,802211035113463040,negative,negative,negative
3628,802211152281422976,neutral,neutral,neutral
3629,802211163702525056,negative,neutral,negative
3630,802211302034800000,positive,positive,positive
3631,802211307323883008,negative,neutral,neutral
3632,802211465512022016,positive,positive,positive
3633,802211478388558976,neutral,neutral,neutral
3634,802211540988402944,negative,neutral,neutral
3635,802211562316406016,positive,neutral,neutral
3636,802211677387234944,negative,negative,negative
3637,802211890441186944,negative,negative,neutral
3638,802211961278786944,negative,negative,negative
3639,802211965875657984,neutral,neutral,positive
3640,802212103906066048,negative,neutral,neutral
3641,802212174152114048,negative,negative,neutral
3642,802212213922610944,neutral,neutral,neutral
3643,802212254015954048,negative,neutral,neutral
3644,802212257614691968,negative,neutral,positive
3645,802212316959952000,negative,negative,negative
3646,802212493917585024,neutral,neutral,positive
3647,802212643108883968,negative,positive,positive
3648,802212680295582976,negative,neutral,negative
3649,802212708426850048,negative,negative,neutral
3650,802212747819778048,neutral,neutral,negative
3651,802212767717531008,negative,positive,neutral
3652,802212816887287040,neutral,neutral,neutral
3653,802212837108120960,negative,negative,negative
3654,802212881232199040,negative,neutral,neutral
3655,802212894695943936,negative,negative,neutral
3656,802213012086124032,neutral,positive,neutral
3657,802213261550768000,neutral,neutral,neutral
3658,802213541654605056,negative,positive,positive
3659,802213689344617984,negative,positive,positive
3660,802208957439810944,negative,negative,negative
3661,802208963727133952,neutral,neutral,neutral
3662,802208974019985024,negative,neutral,positive
3663,802208988548870016,negative,neutral,positive
3664,802208996165873024,neutral,neutral,neutral
3665,802209003459714944,negative,neutral,neutral
3666,802209018236301056,negative,neutral,neutral
3667,802209018819256064,negative,negative,neutral
3668,802209055485922944,negative,neutral,neutral
3669,802209087261842944,negative,neutral,neutral
3670,802209119256067968,negative,neutral,negative
3671,802209140475042944,negative,neutral,neutral
3672,802209153922043008,negative,neutral,neutral
3673,802209199333608960,neutral,neutral,neutral
3674,802209200260706048,negative,neutral,neutral
3675,802209245475328000,neutral,neutral,neutral
3676,802209275342941952,negative,negative,neutral
3677,802209276458631040,negative,negative,negative
3678,802209294359886976,neutral,positive,neutral
3679,802209303449005952,negative,neutral,positive
3680,802209304145170048,negative,positive,positive
3681,802209331630444032,negative,positive,positive
3682,802209375565683968,negative,neutral,negative
3683,802209410097576960,negative,neutral,neutral
3684,802209422063915008,negative,neutral,negative
3685,802209431152971008,negative,neutral,negative
3686,802209449976990976,negative,neutral,neutral
3687,802209466724846976,negative,neutral,neutral
3688,802209487172025984,negative,neutral,positive
3689,802209490716290944,negative,positive,neutral
3690,802209498974866944,negative,neutral,neutral
3691,802209515705954048,negative,negative,negative
3692,802209522043341952,negative,negative,negative
3693,802209529391890048,negative,neutral,neutral
3694,802209538371948032,negative,positive,neutral
3695,802210573375180032,negative,neutral,negative
3696,802210584737484032,negative,neutral,negative
3697,802210604278759040,neutral,neutral,neutral
3698,802210616299634048,negative,neutral,neutral
3699,802210620267523968,negative,neutral,positive
3700,802210628668624000,negative,neutral,neutral
3701,802210651313766016,neutral,neutral,neutral
3702,802210661027680000,negative,neutral,neutral
3703,802210666409053952,neutral,positive,positive
3704,802210682884135936,neutral,neutral,neutral
3705,802210694754077952,positive,positive,neutral
3706,802210698268934016,positive,positive,neutral
3707,802210698931634048,negative,neutral,neutral
3708,802210713200626944,negative,neutral,positive
3709,802210763633028992,negative,neutral,neutral
3710,802210774026518016,neutral,neutral,neutral
3711,802210798986738944,positive,neutral,neutral
3712,802210837196902016,negative,neutral,neutral
3713,802210907409547008,positive,neutral,neutral
3714,802210933783351040,negative,negative,negative
3715,802210936559954944,negative,negative,negative
3716,802210964451885056,negative,positive,neutral
3717,802210977609550976,negative,neutral,neutral
3718,802211007389003008,negative,neutral,neutral
3719,802211079245827968,neutral,neutral,neutral
3720,802211101630808064,neutral,neutral,neutral
3721,802211108778082048,negative,neutral,positive
3722,802211116466237056,negative,negative,neutral
3723,802211127463656960,neutral,neutral,neutral
3724,802211142474924032,negative,neutral,neutral
3725,802211146975603968,negative,neutral,neutral
3726,802211148565191936,neutral,neutral,neutral
3727,802211165430574976,neutral,neutral,neutral
3728,802211186871771008,negative,negative,positive
3729,802211198821400064,neutral,neutral,positive
3730,802211205456822016,neutral,neutral,negative
3731,802211229141975040,neutral,neutral,positive
3732,802211232367276032,negative,neutral,neutral
3733,802211236754680960,neutral,neutral,neutral
3734,802211259873628032,negative,neutral,neutral
3735,802211265376555008,positive,neutral,positive
3736,802211269239521024,positive,positive,positive
3737,802211297706278016,neutral,neutral,neutral
3738,802211339674320000,neutral,neutral,positive
3739,802211346909539968,negative,neutral,neutral
3740,802211351099833984,negative,positive,positive
3741,802211353486311040,negative,neutral,neutral
3742,802211366849355008,negative,negative,neutral
3743,802211405663497984,negative,neutral,positive
3744,802211415926995968,negative,neutral,positive
3745,802211497854144000,negative,neutral,neutral
3746,802211552665436032,negative,neutral,negative
3747,802211554926194048,negative,positive,positive
3748,802211563805539968,neutral,neutral,neutral
3749,802211584319847936,negative,negative,neutral
3750,802211609896689024,neutral,neutral,neutral
3751,802211677785772032,negative,neutral,positive
3752,802211684903513984,negative,negative,neutral
3753,802211699138952960,negative,neutral,neutral
3754,802211713336638976,negative,neutral,negative
3755,802211718713708032,negative,neutral,neutral
3756,802211740951773056,neutral,neutral,neutral
3757,802211747084038016,negative,neutral,negative
3758,802211747952258944,negative,neutral,neutral
3759,802012312232135936,positive,neutral,neutral
3760,802013430064573952,neutral,neutral,neutral
3761,802025609463373056,positive,negative,positive
3762,802028994002557952,positive,neutral,neutral
3763,802032113474276992,positive,positive,positive
3764,802032886660509056,neutral,negative,neutral
3765,802038196880153984,neutral,neutral,neutral
3766,802039253672685056,positive,positive,neutral
3767,802043553337768960,positive,neutral,neutral
3768,802047074980151040,neutral,neutral,neutral
3769,802048332222832000,negative,negative,neutral
3770,802049704213168000,neutral,positive,positive
3771,802051149788388992,positive,positive,positive
3772,802054892185600000,positive,negative,neutral
3773,802055900743815040,negative,neutral,neutral
3774,802059144488451968,negative,negative,negative
3775,802059305046392064,neutral,neutral,neutral
3776,802061351027937024,positive,neutral,neutral
3777,802062665702964992,positive,neutral,neutral
3778,802065366512004992,positive,neutral,neutral
3779,802065715016728064,neutral,neutral,neutral
3780,802070496338710016,positive,neutral,neutral
3781,802071714154904960,positive,neutral,neutral
3782,802076121441456000,neutral,neutral,neutral
3783,802078086560944000,negative,neutral,neutral
3784,802080232954007040,neutral,neutral,positive
3785,802082778611384064,negative,negative,neutral
3786,802085056428711040,positive,neutral,neutral
3787,802087790343131008,positive,neutral,neutral
3788,802087979342695936,neutral,positive,neutral
3789,802089584603474944,neutral,neutral,neutral
3790,802090620474929024,neutral,neutral,neutral
3791,802098453970989056,neutral,neutral,neutral
3792,802098886311456000,positive,neutral,neutral
3793,802100170951446016,neutral,neutral,neutral
3794,802102188461812992,neutral,neutral,neutral
3795,802102578263846016,neutral,neutral,neutral
3796,802102786477485952,positive,positive,positive
3797,802103285918240000,positive,neutral,positive
3798,802106005400289024,neutral,neutral,neutral
3799,802106129824222976,neutral,neutral,neutral
3800,802106294970776960,positive,negative,neutral
3801,802119682580999936,positive,positive,positive
3802,802120974749618048,positive,neutral,neutral
3803,802122145446776064,positive,positive,positive
3804,802124452968414976,positive,negative,neutral
3805,802124666403859968,neutral,neutral,neutral
3806,802126085693403008,neutral,neutral,positive
3807,802126924482952960,neutral,neutral,neutral
3808,802128926403267968,negative,positive,neutral
3809,802130038032310016,neutral,neutral,neutral
3810,802130797217991936,neutral,neutral,neutral
3811,802134991878503936,positive,positive,positive
3812,802139192704777984,negative,negative,neutral
3813,802146634519944960,positive,neutral,neutral
3814,802146763599736064,positive,positive,positive
3815,802147330745048960,positive,positive,positive
3816,802148488981184000,positive,positive,positive
3817,802148957967286016,neutral,neutral,positive
3818,802148983892279040,negative,neutral,neutral
3819,802149806969715968,positive,positive,positive
3820,802150215440616960,neutral,neutral,neutral
3821,802151258333342976,neutral,neutral,neutral
3822,802154147315203968,positive,positive,positive
3823,802156514844605952,positive,positive,positive
3824,802158246081346944,positive,positive,positive
3825,802158840615575040,neutral,neutral,neutral
3826,802158886505458944,positive,positive,positive
3827,802161944622926976,neutral,neutral,neutral
3828,802162175078973056,positive,positive,positive
3829,802162603602673024,positive,positive,positive
3830,802163805933411968,negative,negative,neutral
3831,802163846269934976,positive,positive,positive
3832,802164313087687936,neutral,negative,neutral
3833,802164960382057984,positive,neutral,neutral
3834,802167241378656000,neutral,negative,neutral
3835,802169238706237056,neutral,neutral,neutral
3836,802174590176861952,negative,negative,positive
3837,802180200448528000,positive,neutral,neutral
3838,802180639944371968,positive,neutral,neutral
3839,802181533809446016,neutral,neutral,neutral
3840,802181764160584960,positive,neutral,neutral
3841,802181841474256000,neutral,neutral,neutral
3842,802183919487556992,neutral,neutral,neutral
3843,802184455427341952,neutral,neutral,neutral
3844,802184784843771008,neutral,neutral,neutral
3845,802185113589181952,positive,neutral,positive
3846,802186997850840960,positive,neutral,neutral
3847,802187988717497984,positive,positive,positive
3848,802189112035917056,positive,positive,positive
3849,802189993687075968,neutral,neutral,neutral
3850,802190591559864064,neutral,neutral,neutral
3851,802193226094481024,neutral,neutral,neutral
3852,802196147804651008,positive,positive,positive
3853,802200897501691008,neutral,neutral,neutral
3854,802206930387266944,neutral,neutral,neutral
3855,802207172830567936,neutral,neutral,neutral
3856,802207806355099008,neutral,neutral,neutral
3857,802208187374009984,positive,positive,neutral
3858,802213604057549952,positive,positive,neutral
3859,802167809379803008,negative,neutral,neutral
3860,802168552862125952,negative,positive,positive
3861,802168616087075968,positive,positive,positive
3862,802168726795779968,neutral,neutral,negative
3863,802169300379282944,negative,neutral,positive
3864,802169600972640000,neutral,neutral,neutral
3865,802169601949888000,negative,neutral,neutral
3866,802169811421662976,neutral,neutral,positive
3867,802170456178642048,negative,neutral,positive
3868,802170678292184960,negative,positive,positive
3869,802171197828066944,neutral,neutral,positive
3870,802171366699057024,negative,neutral,neutral
3871,802171447754034944,positive,positive,positive
3872,802171483229483008,neutral,neutral,positive
3873,802171793947693056,negative,neutral,positive
3874,802172779588099968,negative,neutral,neutral
3875,802173896942238976,neutral,neutral,neutral
3876,802174087833357952,negative,neutral,positive
3877,802174242825437056,neutral,neutral,neutral
3878,802174298739867008,neutral,neutral,neutral
3879,802174529502060032,negative,negative,neutral
3880,802176518952800000,negative,positive,positive
3881,802177510293303040,negative,negative,neutral
3882,802178297085959936,negative,negative,negative
3883,802178442347298048,negative,neutral,neutral
3884,802178595250547968,negative,neutral,neutral
3885,802179738743767040,negative,negative,negative
3886,802180877555900032,negative,positive,negative
3887,802181038982262016,neutral,neutral,negative
3888,802181270096776960,negative,neutral,negative
3889,802182032411528960,negative,neutral,neutral
3890,802182084617993984,neutral,neutral,positive
3891,802182404345646976,positive,neutral,neutral
3892,802182932714635008,positive,positive,neutral
3893,802183172645494016,neutral,neutral,neutral
3894,802183371040374016,neutral,neutral,neutral
3895,802183957886340992,neutral,positive,neutral
3896,802184208517136000,negative,neutral,neutral
3897,802184265316364032,negative,positive,positive
3898,802184572683353984,neutral,neutral,neutral
3899,802184658997874048,negative,negative,neutral
3900,802185059449143040,negative,negative,positive
3901,802185059944057984,negative,neutral,negative
3902,802185147596553984,negative,negative,negative
3903,802186414196718976,negative,neutral,negative
3904,802186587463421056,negative,negative,neutral
3905,802186597177421056,negative,negative,neutral
3906,802187173734780032,neutral,neutral,neutral
3907,802187299551378944,negative,negative,neutral
3908,802187758768786944,negative,neutral,neutral
3909,802187894009917056,negative,neutral,neutral
3910,802188311913630976,negative,neutral,neutral
3911,802188943403977984,negative,negative,negative
3912,802189559345933952,positive,neutral,neutral
3913,802189747120705024,neutral,neutral,neutral
3914,802190214475239040,neutral,neutral,neutral
3915,802190351230496000,positive,positive,positive
3916,802190915464896000,positive,positive,neutral
3917,802190982846566016,neutral,positive,positive
3918,802191314041400960,positive,positive,positive
3919,802191341077859968,neutral,neutral,positive
3920,802191515107859968,negative,neutral,neutral
3921,802191629444664960,negative,neutral,neutral
3922,802192102549549056,negative,negative,negative
3923,802192163534605952,neutral,neutral,neutral
3924,802192505521532032,negative,neutral,negative
3925,802193416000065024,negative,positive,neutral
3926,802193556500844032,negative,neutral,positive
3927,802194489616044032,negative,neutral,neutral
3928,802194855061553024,negative,neutral,neutral
3929,802195117037747968,positive,neutral,neutral
3930,802195410894786048,neutral,neutral,neutral
3931,802195423091900032,positive,neutral,neutral
3932,802196287399619968,neutral,negative,neutral
3933,802196342441394048,neutral,neutral,neutral
3934,802196501329869952,neutral,neutral,neutral
3935,802196509420878976,negative,neutral,neutral
3936,802196938447724032,neutral,neutral,neutral
3937,802197347484594048,negative,positive,neutral
3938,802197568008621952,negative,negative,negative
3939,802197755934416000,positive,positive,positive
